"AnimalID","From","To","Group","Source","NatalGroup","GroupNB"
"Dakar",2022-09-10,2022-11-17,"NH","Immigrants1_ImmiDate","No",1
"Dalton",2018-11-28,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Danielle",2021-11-22,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Danube",2012-05-25,2014-05-12,"KB","Immigrants1_NoImmiDate_NonNatal","No",1
"Danube",2014-05-28,2014-08-30,"BD","Immigrants2_ImmiDate_ToAdd","No",2
"Danube",2014-09-08,2015-06-20,"IN","Immigrants3_ImmiDate","No",3
"Danube",2015-06-24,2015-10-13,"AK","Immigrants4_ImmiDate","No",4
"Dapper",2014-07-01,2016-01-27,"BD","Immigrants1_ImmiDate","No",1
"Darwin",2012-07-31,2016-09-02,"LT","Natal_NoDOB_Disappeared","Yes",1
"Dastard",2019-11-01,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Dazzle",2020-11-20,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Deja",2020-12-07,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Delilah",2012-10-08,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Delta",2020-12-11,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Delux",2021-12-11,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Derrick",2021-12-11,2022-06-04,"LT","Natal_DOB_Disappeared","Yes",1
"Dewey",2017-01-04,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Dexter",2017-11-30,2022-06-04,"LT","Natal_DOB_Disappeared","Yes",1
"Diamond",2020-10-29,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Diana",2011-02-19,2022-11-17,"LT","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Digby",2014-01-08,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Dillon",2016-12-05,2021-12-11,"LT","Natal_DOB_Disappeared","Yes",1
"Dion",2015-12-12,2021-03-23,"LT","Natal_DOB_Disappeared","Yes",1
"Disco",2021-11-21,2022-03-09,"LT","Natal_DOB_Disappeared","Yes",1
"Dixon",2018-11-11,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Dodgyknee",2021-04-16,2022-01-03,"CR","Natal_NoDOB_Disappeared","Yes",1
"Dokos",2017-08-22,2018-07-20,"CR","Natal_NoDOB_Emi","Yes",1
"Dokos",2019-05-30,2022-07-21,"BD","Immigrants1_ImmiDate","No",2
"Donsig",2011-04-07,2015-01-15,"BD","Natal_NoDOB_Emi","Yes",1
"Donsig",2015-04-03,2018-11-16,"LT","Immigrants1_ImmiDate","No",2
"Doreen",2017-12-29,2022-11-17,"LT","Natal_DOB_NonMigrant_Alive","Yes",1
"Doublespot",2012-08-13,2014-05-10,"KB","Natal_NoDOB_Disappeared","Yes",1
"Downlip",2014-05-28,2014-07-09,"LT","Immigrants1_ImmiDate","No",1
"Drew",2010-12-13,2011-11-01,"RC","Natal_NoDOB_Disappeared","Yes",1
"Dublin",2010-11-08,2012-10-27,"NH","Immigrants1_ImmiDate","No",1
"Duckie",2021-05-27,2022-11-17,"CR","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Dulcina",2015-10-08,2015-10-08,"CR","Natal_NoDOB_Disappeared","Yes",1
"Dwergie",2010-12-01,2016-01-19,"BD","Natal_NoDOB_Emi","Yes",1
"Dwergie",2016-01-26,2016-03-23,"AK","Immigrants1_ImmiDate","No",2
"Easter",2018-04-09,2022-03-12,"CR","Natal_NoDOB_Disappeared","Yes",1
"Edward",2012-06-12,2014-11-12,"LT","Immigrants1_ImmiDate","No",1
"Eier",2021-11-02,2022-02-16,"BD","Natal_DOB_Disappeared","Yes",1
"Eina",2014-10-18,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Eish",2020-11-21,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Elbar",2021-07-28,2021-09-03,"CR","Natal_NoDOB_Disappeared","Yes",1
"Ellesmere",2014-12-30,2016-07-19,"CR","Natal_NoDOB_Disappeared","Yes",1
"Elton",2011-06-09,2012-02-04,"LT","Natal_NoDOB_Emi","Yes",1
"Elton",2012-01-28,2016-01-18,"AK","Immigrants1_ImmiDate","No",2
"Elvispresley",2010-12-24,2011-11-11,"RC","Immigrants1_NoImmiDate_NonNatal","No",1
"Emma",2011-12-16,2013-07-04,"LT","Natal_NoDOB_Disappeared","Yes",1
"Engel",2011-04-07,2022-11-17,"BD","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Ermelo",2022-06-16,2022-11-17,"NH","Immigrants1_ImmiDate","No",1
"Ertjies",2011-04-07,2012-04-26,"BD","Natal_NoDOB_Emi","Yes",1
"Ertjies",2012-04-26,2015-12-11,"NH","Immigrants1_ImmiDate","No",2
"Etosha",2021-06-02,2021-12-10,"KB","Immigrants1_ImmiDate","No",1
"Evanescence",2011-11-01,2011-11-25,"RC","Natal_NoDOB_Disappeared","Yes",1
"Everest",2015-11-14,2015-12-07,"RL","Natal_NoDOB_Disappeared","Yes",1
"Faroe",2014-10-28,2016-01-30,"CR","Natal_DOB_Disappeared","Yes",1
"Feekie",2010-11-10,2012-11-13,"BD","Natal_NoDOB_Emi","Yes",1
"Feekie",2012-11-13,2013-02-01,"InBetweeners","Immigrants1_NoImmiDate_Natal","No",2
"Feniks",2017-09-01,2020-01-10,"BD","Immigrants1_ImmiDate","No",1
"Fiji",2018-04-12,2018-07-20,"CR","Natal_NoDOB_Disappeared","Yes",1
"Flatty",2015-01-06,2017-04-24,"CR","Natal_NoDOB_Disappeared","Yes",1
"Flensburg",2020-07-31,2021-11-04,"NH","Immigrants1_ImmiDate","No",1
"Flensburg",2022-01-18,2022-11-17,"NH","Immigrants2_ImmiDate_ToAdd","No",2
"Fluister",2019-04-30,2022-11-17,"BD","Immigrants1_ImmiDate","No",1
"Foei",2010-11-09,2011-04-19,"BD","Natal_NoDOB_Disappeared","Yes",1
"Formentera",2014-10-28,2017-01-12,"CR","Natal_NoDOB_Splinter","Yes",1
"Formintira",2022-06-11,2022-11-17,"CR","Immigrants1_ImmiDate","No",1
"Freyja",2022-06-28,2022-11-17,"IF","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Fudu",2013-06-11,2015-09-11,"AK","Immigrants1_ImmiDate","No",1
"Furryglen",2022-03-19,2022-11-17,"KB","Immigrants1_ImmiDate","No",1
"Gaaf",2014-10-20,2019-06-08,"BD","Natal_DOB_Emi","Yes",1
"Gaaf",2019-06-08,2019-06-18,"CR","Immigrants1_NoImmiDate_Natal","No",2
"Gabillou",2016-11-14,2018-06-08,"NH","Natal_DOB_Disappeared","Yes",1
"Gagasa",2011-01-18,2016-03-03,"AK","Natal_NoDOB_Disappeared","Yes",1
"Galapagos",2015-01-06,2022-11-17,"CR","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Galati",2015-10-23,2016-04-18,"NH","Natal_DOB_Disappeared","Yes",1
"Galeria",2021-11-05,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Gangtok",2017-11-13,2021-12-24,"NH","Natal_DOB_Disappeared","Yes",1
"Garoua",2012-10-11,2016-06-23,"NH","Natal_DOB_Emi","Yes",1
"Garoua",2016-07-14,2016-07-14,"5males","Immigrants1_ImmiDate","No",2
"Gasket",2021-10-25,2022-11-17,"CR","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Gaya",2011-11-14,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Geleza",2012-09-29,2018-01-23,"AK","Natal_DOB_Disappeared","Yes",1
"Gelosi",2012-05-14,2012-06-01,"AK","Natal_NoDOB_Emi","Yes",1
"Gelosi",2012-06-04,2013-10-28,"LT","Immigrants1_ImmiDate","No",2
"Geneva",2011-01-13,2019-07-23,"NH","Natal_NoDOB_Disappeared","Yes",1
"George",2019-03-18,2022-03-18,"LT","Immigrants1_ImmiDate","No",1
"Gesels",2011-04-12,2022-11-17,"BD","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Ghandaghanda",2020-11-17,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Ghangaan",2012-01-28,2015-11-06,"AK","Natal_NoDOB_Disappeared","Yes",1
"Ghida",2014-10-31,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Ghidigidi",2018-11-12,2021-01-21,"AK","Natal_DOB_Disappeared","Yes",1
"Ghozololo",2012-11-05,2016-01-28,"AK","Natal_DOB_Disappeared","Yes",1
"Gibela",2020-11-12,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Gigolo",2010-12-07,2010-12-07,"BD","Immigrants1_ImmiDate","No",1
"Gilane",2018-11-20,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Gino",2010-12-24,2011-11-25,"RC","Natal_NoDOB_Disappeared","Yes",1
"Ginqinka",2014-10-18,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Giya",2011-10-07,2013-09-18,"AK","Natal_DOB_Disappeared","Yes",1
"Glastonbury",2013-11-12,2018-05-14,"NH","Natal_DOB_Emi","Yes",1
"Glastonbury",2018-05-28,2018-05-28,"Jacaranda","Immigrants1_ImmiDate","No",2
"Gobela",2021-11-12,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Goduka",2017-10-09,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Goed",2018-10-26,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Gomonqo",2021-11-03,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Goose",2017-10-10,2018-07-20,"CR","Natal_NoDOB_Disappeared","Yes",1
"Govu",2012-01-28,2013-12-19,"AK","Natal_NoDOB_Emi","Yes",1
"Govu",2014-01-31,2014-06-13,"Intaka","Immigrants1_ImmiDate","No",2
"Govu",2014-06-20,2017-02-27,"NH","Immigrants2_ImmiDate_ToAdd","No",3
"Govu",2017-03-01,2017-03-23,"CR","Immigrants3_ImmiDate","No",4
"Granada",2014-12-08,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Greenbay",2019-11-06,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Greenland",2014-11-12,2015-02-25,"CR","Natal_DOB_Disappeared","Yes",1
"Griffin",2020-11-23,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Griselles",2018-12-13,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Grive",2021-11-03,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Grote",2011-04-07,2012-03-21,"BD","Natal_NoDOB_Emi","Yes",1
"Grote",2012-05-01,2013-01-25,"NH","Immigrants1_ImmiDate","No",2
"Guatemala",2016-11-22,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Gubane",2018-11-25,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Gubha",2014-11-01,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Gubudu",2020-12-11,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Gugu",2010-11-02,2021-03-18,"AK","Natal_DOB_Disappeared","Yes",1
"Gunsandroses",2010-12-18,2010-12-18,"RC","Immigrants1_NoImmiDate_NonNatal","No",1
"Gunya",2016-11-16,2019-10-31,"AK","Natal_DOB_Disappeared","Yes",1
"Gusha",2020-11-16,2021-03-11,"AK","Natal_DOB_Disappeared","Yes",1
"Guyaquil",2010-11-05,2015-04-22,"NH","Natal_DOB_Disappeared","Yes",1
"Guzunga",2018-11-01,2022-11-17,"AK","Natal_DOB_NonMigrant_Alive","Yes",1
"Haaigranaat",2021-11-04,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Hakie",2010-11-23,2014-02-12,"BD","Natal_NoDOB_Disappeared","Yes",1
"Halfy",2012-12-01,NA,"LT","Natal_DOB_Splinter","Yes",1
"Hamba",2010-12-18,2015-08-22,"AK","Natal_NoDOB_Disappeared","Yes",1
"Hamlet",2011-05-14,2013-05-07,"LT","Natal_NoDOB_Emi","Yes",1
"Hamlet",2013-05-24,2014-05-14,"AK","Immigrants1_ImmiDate","No",2
"Hamlet",2014-05-28,2015-05-26,"BD","Immigrants2_ImmiDate_ToAdd","No",3
"Hamlet",2015-08-18,2015-10-24,"CR","Immigrants3_ImmiDate","No",4
"Handi",2014-12-31,2017-04-29,"CR","Natal_NoDOB_Emi","Yes",1
"Handi",2017-05-06,2020-03-04,"BD","Immigrants1_ImmiDate","No",2
"Harry",2011-06-09,2012-08-28,"LT","Immigrants1_ImmiDate","No",1
"Hasie",2015-11-19,2016-05-17,"BD","Natal_DOB_Disappeared","Yes",1
"Heelal",2017-10-30,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Heerlik",2010-11-16,2022-11-17,"BD","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Heilweis",2014-10-31,2019-06-08,"BD","Natal_DOB_Emi","Yes",1
"Heilweis",2021-04-01,2022-11-17,"CR","Immigrants1_ImmiDate","No",2
"Heleza",2012-05-14,2014-11-01,"AK","Natal_NoDOB_Disappeared","Yes",1
"Helikopter",2020-11-19,2022-09-14,"BD","Natal_DOB_Disappeared","Yes",1
"Helmet",2014-12-31,2018-02-03,"CR","Natal_NoDOB_Disappeared","Yes",1
"Hemel",2021-11-04,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Henderson",2015-01-06,2015-05-26,"CR","Immigrants1_ImmiDate","No",1
"Heyi",2012-10-15,2017-04-24,"AK","Natal_DOB_Disappeared","Yes",1
"Hiasint",2018-10-26,2021-04-08,"BD","Natal_DOB_Disappeared","Yes",1
"Hibe",2010-11-02,2015-05-15,"AK","Natal_DOB_Disappeared","Yes",1
"Hibiscus",2016-11-30,2020-02-28,"BD","Natal_DOB_Disappeared","Yes",1
"Hippie",2012-10-22,2020-03-07,"BD","Natal_DOB_Disappeared","Yes",1
"Hleka",2012-01-28,2015-11-16,"AK","Natal_NoDOB_Disappeared","Yes",1
"Hlokoloza",2012-12-23,2017-05-16,"AK","Natal_DOB_Emi","Yes",1
"Hlokoloza",2017-05-16,2019-11-20,"BD","Immigrants1_ImmiDate","No",2
"Hluhluwe",2014-10-18,2020-02-27,"AK","Natal_DOB_Disappeared","Yes",1
"Hola",2012-09-11,2018-02-15,"AK","Natal_DOB_Disappeared","Yes",1
"Holey",2021-06-01,2022-11-17,"CR","Natal_NoDOB_NonMigrant_Alive","Yes",1
"Hondjie",2016-11-29,2022-11-17,"BD","Natal_DOB_NonMigrant_Alive","Yes",1
"Huge",2015-01-12,2016-01-14,"CR","Natal_NoDOB_Disappeared","Yes",1
"Humusha",2014-09-22,2016-05-21,"AK","Natal_DOB_Disappeared","Yes",1
"Hwahwaza",2011-09-16,2016-06-04,"AK","Natal_DOB_Emi","Yes",1
"Hwahwaza",2016-06-08,2017-12-11,"BD","Immigrants1_ImmiDate","No",2
"Ibissa",2022-06-09,2022-11-17,"CR","Immigrants1_ImmiDate","No",1
"Iceland",2014-12-30,2018-07-18,"CR","Natal_NoDOB_Disappeared","Yes",1
"Idwala",2011-11-10,2016-02-29,"AK","Natal_DOB_Emi","Yes",1
"Idwala",2016-02-29,2016-06-29,"IFamily","Immigrants1_NoImmiDate_Natal","No",2
"Ifu",2010-11-02,2015-03-30,"AK","Natal_DOB_Disappeared","Yes",1
"Iggy",2014-08-18,2019-03-15,"LT","Natal_NoDOB_Disappeared","Yes",1
"Ihlane",2014-11-03,2016-02-29,"AK","Natal_DOB_Emi","Yes",1
"Ihlane",2016-04-29,2017-04-07,"IFamily","Immigrants1_ImmiDate","No",2
"Ijinja",2012-10-09,2016-03-03,"AK","Natal_DOB_Emi","Yes",1
"Ijinja",2016-03-03,2016-06-29,"Ifamily","Immigrants1_NoImmiDate_Natal","No",2
"Ilonga",2013-11-04,2016-01-22,"AK","Natal_DOB_Emi","Yes",1
"Ilonga",2016-01-22,2016-06-29,"IFamily","Immigrants1_NoImmiDate_Natal","No",2
"Imposter",2017-11-23,2018-02-07,"LT","Immigrants2_ImmiDate_ToAdd","No",3
"India",2012-11-15,2017-12-19,"LT","Natal_NoDOB_Disappeared","Yes",1
"Inhlanhla",2012-01-28,2016-02-29,"AK","Natal_NoDOB_Emi","Yes",1
"Inhlanhla",2016-02-29,2022-11-17,"IFamily","Immigrants1_NoImmiDate_Natal","No",2
"Inkwazi",2013-11-18,2016-01-22,"AK","Natal_DOB_Emi","Yes",1
"Inkwazi",2016-01-22,2016-06-29,"IFamily","Immigrants1_NoImmiDate_Natal","No",2
"Inner",2014-12-31,2017-01-31,"CR","Natal_NoDOB_Disappeared","Yes",1
"Intaba",2014-11-27,2016-02-29,"AK","Natal_DOB_Emi","Yes",1
"Intaba",2016-02-29,2016-06-09,"IFamily","Immigrants1_NoImmiDate_Natal","No",2
"Ireland",2015-11-08,2015-02-12,"CR","Natal_NoDOB_Disappeared","Yes",1
"Ischia",2017-10-16,2018-07-18,"CR","Natal_NoDOB_Disappeared","Yes",1
"Isilonda",2010-12-18,2016-02-29,"AK","Natal_NoDOB_Emi","Yes",1
"Isilonda",2016-04-29,2017-04-07,"IFamily","Immigrants1_ImmiDate","No",2
"Istanbul",2010-12-15,2012-01-09,"NH","Natal_NoDOB_Disappeared","Yes",1
"Izulu",2012-01-28,2013-03-23,"AK","Natal_NoDOB_Disappeared","Yes",1
"Jackie",2011-08-03,2014-06-20,"LT","Natal_NoDOB_Disappeared","Yes",1
"Jagerbomb",2014-05-08,2015-01-10,"BD","Immigrants1_ImmiDate","No",1
"Jakarta",2011-01-18,2016-04-14,"NH","Natal_NoDOB_Emi","Yes",1
"Jakarta",2016-04-14,2016-04-14,"Iceland","Immigrants1_NoImmiDate_Natal","No",2
"Jalitah",2015-11-27,2016-09-29,"CR","Natal_NoDOB_Disappeared","Yes",1
"James",2011-01-28,2012-06-08,"LT","Immigrants1_ImmiDate","No",1
"Jane",2016-01-15,2018-02-21,"LT","Natal_DOB_Emi","Yes",1
"Jane",2018-02-21,2018-02-21,"LTsplit","Immigrants1_ImmiDate","No",2
"Japan",2014-11-20,2015-05-15,"CR","Immigrants1_ImmiDate","No",1
"Java",2016-03-28,2018-07-20,"CR","Natal_NoDOB_Disappeared","Yes",1
"Jeddah",2014-10-27,2017-03-08,"NH","Natal_DOB_Disappeared","Yes",1
"Jelly",2017-10-19,2018-02-21,"LT","Natal_DOB_Emi","Yes",1
"Jelly",2018-02-21,2018-03-03,"LTsplit","Immigrants1_NoImmiDate_Natal","No",2
"Jenny",2011-11-16,2018-02-20,"LT","Natal_NoDOB_Emi","Yes",1
"Jenny",2018-02-20,2018-03-03,"LTSplit","Immigrants1_NoImmiDate_Natal","No",2
"Jersey",2017-10-26,2018-07-20,"CR","Natal_NoDOB_Disappeared","Yes",1
"Jiamusi",2015-11-09,2016-04-13,"NH","Natal_DOB_Emi","Yes",1
"Jiamusi",2016-04-13,2016-07-12,"Iceland","Immigrants1_NoImmiDate_Natal","No",2
"Jillin",2012-10-15,2016-04-19,"NH","Natal_DOB_Emi","Yes",1
"Jillin",2016-04-19,2016-07-12,"Iceland","Immigrants1_NoImmiDate_Natal","No",2
"Jimmyhendricks",2010-12-24,2011-11-25,"RC","Immigrants1_NoImmiDate_NonNatal","No",1
"Jinka",2010-11-22,2016-04-13,"NH","Natal_DOB_Emi","Yes",1
"Jinka",2016-04-13,2016-07-12,"Iceland","Immigrants1_NoImmiDate_Natal","No",2
"Jixi",2013-10-31,2018-05-30,"NH","Natal_DOB_Disappeared","Yes",1
"Joe",2013-12-01,2018-12-07,"LT","Natal_DOB_Disappeared","Yes",1
"Johannesburg",2015-10-30,2016-04-13,"NH","Natal_DOB_Emi","Yes",1
"Johannesburg",2016-04-13,2016-06-25,"Iceland","Immigrants1_NoImmiDate_Natal","No",2
"Juneau",2011-11-20,2016-04-12,"NH","Natal_DOB_Emi","Yes",1
"Juneau",2016-04-14,2016-10-25,"Ifamily","Immigrants1_ImmiDate","No",2
"Kaiki",2010-11-09,2012-11-15,"BD","Natal_NoDOB_Emi","Yes",1
"Kaiki",2012-11-15,2014-08-30,"InBetweeners","Immigrants1_NoImmiDate_Natal","No",2
"Kangaroo",2014-10-28,2017-01-04,"CR","Natal_DOB_Disappeared","Yes",1
"Karenzoid",2010-12-24,2010-12-24,"RC","Natal_NoDOB_Disappeared","Yes",1
"Kate",2015-12-09,2018-02-21,"LT","Natal_DOB_Disappeared","Yes",1
"Kauai",2015-11-28,2017-01-04,"CR","Immigrants1_ImmiDate","No",1
"Kauai",2017-05-15,2018-03-02,"BD","Immigrants2_ImmiDate_ToAdd","No",2
"Kaya",2013-02-07,2018-02-21,"LT","Natal_NoDOB_Emi","Yes",1
"Kaya",2018-02-21,2018-03-03,"LTsplit","Immigrants1_ImmiDate","No",2
"Kekeke",2019-05-31,2020-04-18,"AK","Immigrants1_ImmiDate","No",1
"Kekeke",2020-05-09,2020-11-12,"NH","Immigrants2_ImmiDate_ToAdd","No",2
"Kenneth",2014-08-15,2015-11-18,"LT","Natal_NoDOB_Disappeared","Yes",1
"Kergelen",2014-12-30,2015-05-26,"CR","Immigrants1_ImmiDate","No",1
"Kies",2010-11-23,2015-07-17,"BD","Natal_DOB_Emi","Yes",1
"Kies",2015-07-20,2015-12-24,"AK","Immigrants1_ImmiDate","No",2
"Kilimanjaro",2015-11-14,2015-12-15,"RL","Natal_NoDOB_Disappeared","Yes",1
